files,text,dacy_large,lang
BREV_B1890-1905ht_B18910313HSto,"Jeg takker dig ret hjertelig for brevet, som jeg modtog i forrige måned og som jeg nu ikke tør opsætte længer med at besvare.Det var med megen glæde jeg deraf erfarede at Skien nu også får et festivitetslokale. Dette blir naturligvis både stort og pragtfuldt, og derhos tidsmæssigt indrettet i enhver henseende for at svare til byen i dens nuværende skikkelse.Og så fortæller du at lokalet skal åbnes med en række festligheder nu netop i denne tid.Gid jeg så sandt kunde have været tilstede ved den lejlighed. Af mine barndomsbekendte vilde jeg vel da kun have truffet meget få. Jeg vilde have stået i kredsen af en ny, for mig fremmed slægt. Men i grunden kanské ikke så ganske fremmed alligevel. Gennem alle de mange fraværelsens år har det stedse stået for mig som om jeg fremdeles hørte hjemme i fødebyen.Havde nu disse festligheder indtruffet en del år tilbage i tiden og jeg havde vidst besked derom, så skulde jeg have skrevet en sang eller et digt og sendt det hjem. Jeg håber og tror at man derhjemme vilde have taget imod det i venlighed.Men jeg skriver ikke digte og sange af det slags nu længer. Så derom kan der altså ikke være tale. Og dog vilde jeg så hjertens gerne være med på en eller anden måde.Derfor skal du meddele dette brev for at de alle kan vide at jeg i tanken er iblandt eder, ved eders fest, ligesom jeg så tidt og ofte i tanken har været iblandt eder både i eders sorger og under eders fortrøstning til lysere dage.Det var i 1850 at jeg sidste gang var hjemme i Skien. Ikke længe bagefter begyndte der at gå en åndelig stormtid over byen og derfra ud over videre kredse.Stormvejr har jeg altid holdt af. Og i dette stormvejr var jeg med – skønt fraværende. At jeg var med i det, – derom bærer en del af min digtning sit vidnesbyrd.
Så brød der store ulykker ud over byen og hærjede den gang efter gang. Huset, hvor jeg fødtes og hvor jeg levede mine første barndomsår, – kirken, den gamle kirke med døbeengelen under loftshvælvet, er brændt ned. Alt, hvad mine tidligste erindringer havde at hæfte sig ved, – det brændte altsammen.Hvor kunde det da være andet end at jeg følte mig sammen med eder alle dybt og personlig berørt af de slag, som rammede vort fælles hjemsted.Men så kan I også tro at jeg med levende glæde har læst beretningerne om hvorledes byen har rejst sig igen i skønhed og pragt, – hvorledes den har vokset og hvorledes den er skredet fremad på mangfoldige områder.Jeg synes I må føle jer festligt forhåbningsfulde når I tænker på vor bys fremtid.Gid jeg personlig kunde have sagt eder dette – og mere til. Men jeg er nu på min måde tilstede iblandt eder alligevel.Og skulde jeg så endnu en gang, som jeg håber, komme op til Norge, – ja, så vil jeg sé hjemmet igen, – det gamle og dog nye hjem. –
Dette, kære Hedevig, er, hvad jeg gerne vilde sende dig idag. Jeg skal gøre mit bedste for at du senere kan få høre mere fra mig. Lev vel! Hils dine nærmeste og familjen forøvrigt.",['Hedevig'],da
BREV_B1890-1905ht_B18910321NRo,Dr: Henrik Ibsen takker hjerteligst for telegrammet i anledning af fødselsdagen og fremsender en venskabelig hilsen.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910327BBro,Dr: Henrik Ibsen aflægger herved sin forbindtligste tak såvel for brevet som for de tilsendte oversættelser af nordiske digtere.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910327OT,Dr: Henrik Ibsen aflægger herved sin forbindtligste tak for det tilsendte digt i anledning af fødselsdagen.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910330AL,"Modtag herved min forbindtligste tak for Deres venlige brev samt for den til Hegel i København stedfundne indbetaling og endelig for det tilsendte exemplar af «Peer Gynt». Da G. af Geijerstam bebudede tilsendelsen af samme, misforstod jeg hans hensigt dermed og bad ham lade det være. Nu tager jeg naturligvis særdeles gerne imod den værdifulde gave.
Da De spørger om forfatterhonoraret for «Peer Gynt» og «Hedda Gabler», så skulde jeg herved foreslå at De for begge stykkerne tilsammen indbetaler til Hegel, Gyldendalske boghandel i København, et beløb af 800 (otte hundrede) kroner, hvorved De erhverver udesluttende ret til at opføre «Peer Gynt» i Sverige, – herfra dog 
kgl: dramatiska Teatern undtaget.Med mange hilsener til vore fælles venner og bekendte i Göteborg tegner jeg mig","['Hegel', 'G.', 'Hegel']",da
BREV_B1890-1905ht_B18910401OL,Dr: Henrik Ibsen frembærer herved sin forbindtligste tak for det godhedsfuldt tilsendte exemplar af «Lifvets fiender».,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910410SuIogSiI,Disse få ord sender jeg eder begge for at sige at alt står vel til. En udmærket bolig stod beredt til mig. Men dyrt er alting her. Igår kostumeprøve. Idag endnu en extraprøve. Udførelsen vil blive mesterlig. Overløbes forfærdelig af avisfolk og andre besøgende. Efter forestillingen imorgen fest i Kaiserhof. Søndag stor middag hos direktør Burckhard. Mandag hos Richard Voss. Mandag eller tirsdag «Wildente» première i Deutsches Volksteater med Mitterwurzer som Hjalmar. Onsdag «Volksfeind» i Burgtheater og torsdag forhåbentlig hjemrejse.Alle nærmere enkeltheder må henstå indtil jeg mundtlig kan fortælle. Kun vil jeg sige at den literære bevægelse her er langt stærkere end jeg havde tænkt mig.Jeg håber I har det godt. Men vilde dog gerne høre lidt fra eder. Mange hilsener!,"['Burckhard', 'Richard Voss', 'Mitterwurzer', 'Hjalmar']",da
BREV_B1890-1905ht_B18910429WA,"Nu netop hjemkommen fra en rejse til Wien og Budapest havde jeg den store glæde at forefinde Deres venlige brev, hvori De meddeler mig at «Hedda Gabler» har fundet en god og ubestridt modtagelse ved opførelsen i London.At denne store sejr for en meget væsentlig del skyldes Deres velvillige og indsigtsfulde bistand og vejledning såvel med hensyn til teksten som også ved indstuderingen for øvrigt, derom føler jeg mig forvisset.
Det er mig en meget stor fornøjelse at turde gennem Dem oversende de to udmærkede kunstnerinder mine fotografier. Tilegnelsen har jeg, som De vil sé, skrevet på norsk og jeg beder Dem om godhedsfuldt at ville tilføje en engelsk oversættelse nedenunder.Gerne vilde jeg idag sendt Dem et længere brev; men min knapt tilmålte tid forbyder det. Jeg må derfor indskrænke mig til at frembære for 
Mrs. Archer vore forbindtligste hilsener og bede Dem selv modtage forsikkringen om min levende taknemmelighedsfølelse for alt, hvad De i utrætteligt venskab har virket for mig og for mine literære anliggender på hele det store britiske område, – og derigennem også langt udenfor dette.","['Hedda Gabler', 'Mrs. Archer']",da
BREV_B1890-1905ht_B18910430JE,"under mit ophold i Budapest modtog jeg Deres brev af 19. dennes, hvilket det har været mig umuligt at besvare forinden min nu nylig stedfundne tilbagekomst til München.Herved oversender jeg et par fotografier med påskrift på bagsiden. En gammel klædning til benyttelse som model for herr billedhugger Neumann kan jeg desværre ikke sende da alt sådant er bortskænket til fattige. Måske kunde dog maleren 
Otto Sinding, der kender mig nøje, yde ham nogen vejledning. Eller også herr 
Nils Gude, der nylig har været her i München og malet mit portræt i næsten hél figur. Allerbedst vilde det dog være om herr Neumann kunde få sé professor 
Frithjof Smiths store billede. Jeg antager nemlig at dette for tiden befinder sig i Berlin da det skal på udstillingen.En stor glæde var det os at erfare den lykkelige begivenhed, der forestår i Deres familje.Meget gerne vilde jeg være tilstede ved opførelsen af «Die Kronprätendenten» i Schauspielhaus. Men dette er desværre en umulighed. Også skulde det glædet mig meget om jeg kunde været tilstede ved den «Frühlingsfest», som nu forberedes. I tankerne og med mine bedste ønsker vil jeg dog være der.Hjertelige hilsener til 
Deres kære frue og til alle fælles venner og bekendte for øvrigt!","['Neumann', 'Otto Sinding', 'Nils Gude', 'Neumann', 'Frithjof Smiths']",da
BREV_B1890-1905ht_B18910508BiM,"som svar på Deres ærede forespørgsel må jeg desværre meddele at jeg ikke sér mig i stand til at yde noget bidrag til det påtænkte værk over August Strindberg og til fordel for ham. Om hans dramatik vilde jeg nu under ingen omstændigheder skrive da jeg jo selv er dramatisk forfatter og som sådan ikke holder det for rigtig passende at kriticere en kollegas arbejder og anskuelser, hvad enten så kritiken kom til at gå i tilsluttende eller i afvisende retning.Med udmærket højagtelse har jeg den ære at tegne mig",['August Strindberg'],da
BREV_B1890-1905ht_B18910508NL,Dr: Henrik Ibsen takker venskabeligst og forbindtligst for det under 8. April tilsendte kvartalsopgør samt for vekselen. Jeg er nylig kommen tilbage fra min østerrigsk-ungarske rejse og sidder nu overlæsset med hidtil forsømt brevskrivning. Håber at alt nu står vel til i Deres hus. Hernede begynder det at blive sommerligt. Vegetationen dog ikke endnu så langt fremme som for tre uger siden i Budapest. Tænker så småt på en rejse nordover iår. Skulde glæde mig om vi kunde træffes. Hjertelige hilsener!,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910510NPS,"Gennem min søster, fru Stousland, har jeg havt den glæde at modtage den fra Dem venligst tilsendte lille metalklokke for hvilken jeg herved beder Dem modtage min bedste tak. – Deres smukke gave ankom hertil under min fraværelse på en rejse i Ungarn, fra hvilken jeg først nu nylig er vendt tilbage. Dette er årsagen til at disse linjer først idag afsendes.",['Stousland'],da
BREV_B1890-1905ht_B18910529JSAH,"Dr. Henrik Ibsen og hustru giver sig herved den ære at indbyde Dem til middag i Restaurant Schleich søndag den 31. Maj kl. 2¼ 


",['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910602AuLa,"Som svar på Deres venlige brev af 24. Maj vil jeg idag indskrænke mig til foreløbig at forsikkre Dem at jeg med største fornøjelse skal gøre, hvad der står i min magt for at få Deres brodersøns skuespil ud på tysk. Men årstiden, nu, da teaterferierne indtræder, er ikke gunstig for udgivelsen af dramatiske arbejder hernede. Og dertil kommer at jeg forhåbentlig snart vil få anledning til i København personlig at tale med Dem og Deres brodersøn om sagen. Der kan jo være mangt og meget, som nærmere bør overvejes. Jeg véd således ikke om det spændte forhold mellem professor Hoffory og herr Fischer skulde gøre det nødvendigt at søge en anden forlægger. Måské behøves det ikke. Men, som sagt, derom bør vi helst tales ved. – En eventuel henvendelse til Ph. Reclam tror jeg der bør ventes med indtil videre. Også tror jeg at stykkets titel må forandres af hensyn til 
Sudermanns skuespil «Die Ehre», der i Tyskland har vakt så stor opsigt. Men hvad der i så fald skulde træde i stedet er mig rigtignok for øjeblikket ikke klart. –For de modtagne exemplarer af tredje udgave af «Catilina» takker jeg forbindtligst og glæder mig overordentlig over at der er udsigt til nye oplag af et par andre af mine bøger.Og sluttelig må jeg anmode Dem om godhedsfuldt at ville sende mig 3000 kroner i tyske sedler eller i veksel for det tilsvarende beløb. Mine tyske teaterhonorarer og tantiémer forfalder nemlig først til udbetaling ved halvårets slutning og forinden den tid vil vi gerne herfra.
Min søns abonnement på «Politiken» ønsker han ikke at fornye.Med vore venskabeligste hilsener tegner jeg mig","['Hoffory', 'herr Fischer', 'Ph. Reclam', 'Sudermanns']",da
BREV_B1890-1905ht_B18910606InL,Dr: Henrik Ibsen sender herved fru Ina Lange en hjertelig hilsen og taksigelse for den nye bog.,"['Henrik Ibsen', 'Ina Lange']",da
BREV_B1890-1905ht_B18910630CWF,Som svar på Deres forespørgsel skal jeg herved meddele at De og herr Julius Petersen kan erholde ret til at opføre «De unges forbund» og «Samfundets støtter» imod et honorar af 300 kroner for begge stykker tilsammen. Min betingelse er dog at beløbet nu straks indbetales til Gyldendalske boghandel i København.,['Julius Petersen'],da
BREV_B1890-1905ht_B18910711VG,Dr: Henrik Ibsen beder bladet fra nu af godhedsfuldt afgivet i Grand hotel. Kommer til Kristiania torsdag med «Melchior».,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910810CK,Som svar på Deres venlige forespørgsel skal jeg meddele at jeg rimeligvis kommer til at tilbringe den forestående vinter hersteds og at jeg meget glæder mig til ved tid og lejlighed at få sé Deres illustrationer til «Terje Vigen» og ikke mindre til at få gøre Deres personlige bekendtskab.,['Terje Vigen'],da
BREV_B1890-1905ht_B18910905JH,"Det var mig en overordentlig stor glæde igår af Deres venlige brev at erfare at De agter at foranstalte nye oplag af «Fru Inger» og «Digte», og jeg beder Dem modtage min bedste tak for de tilbudte betingelser.Deres meddelelse var mig så meget mere kærkommen da jeg netop nu har lejet en bolig heroppe og i denne tid holder på at indrette samme, hvilket jo medfører en hel del extra udtællinger om jeg end kommer til at bo her både smukkere og rummeligere end i München og for en billigere pris end dersteds.Vi agter dog naturligvis ikke at opholde os her hele året rundt men at gå på rejser ligesom hidtil. Det er således kun udgangspunktet der er forandret. I vinter blir vi dog her og jeg har planlagt et stort nyt dramatisk arbejde, som det under alle omstændigheder er min agt at fuldføre heroppe.Jeg har ikke på lange tider følt et sådant velbefindende som i denne sommer. Rejsen til Nordkap var aldeles herlig, og min hustru har havt godt af fjeldluften oppe i Valders.Min drøm om at få tilbringe nogle måneder ved det dejlige Øresund har jeg jo måttet opgive for iår; men herefter vil det jo være mig så meget lettere at komme derned. –Endnu en gang, kære herr Hegel, takker jeg Dem på det varmeste og sender Dem og Deres kære huslige kreds vore hjerteligste hilsener idet jeg tegner mig",['Hegel'],da
BREV_B1890-1905ht_B18910907ChrTh,Dr: Henrik Ibsen udbeder sig herved for iaften billet til sniplogen på højre side.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910923PSw,Dr: Henrik Ibsen beklager meget at han af mangel på tid aldeles ikke sér sig i stand til at opfylde Deres anmodning.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910924ChrTh,Dr: Henrik Ibsen udbeder sig herved 1 billet til sniplogen på højre side for iaften.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18910925HWi,"modtag herved en gentagen hjertelig taksigelse for Deres og min fru Alving, således som jeg så hende torsdagen den 17. September.",['Alving'],da
BREV_B1890-1905ht_B18911008CBe,"Som svar på Deres ærede forespørgsel må jeg desværre oplyse at jeg af principielle grunde allerede for længe siden har ophørt at skrive festsange og at jeg således ikke ser mig i stand til at efterkomme Deres venlige opfordring. – At jeg på anden måde, privat, vil ihukomme min ven Georg Brandes på hans jubilæumsdag er naturligvis en selvfølge.",['Georg Brandes'],da
BREV_B1890-1905ht_B18911018ChrTh,"Dr: Henrik Ibsen udbeder sig herved 
to parketbilletter til forestillingen iaften.",['Henrik Ibsen'],da
BREV_B1890-1905ht_B18911019HeHe,De bedste lykønskninger i anledning af dagen!Dr: Henrik Ibsen takker herr kaptejnen hjerteligst og forbindtligst for indbydelsen. Desværre umuligt at kunne benytte samme.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18911022AuLa,"Idet jeg forbindtligst takker for de fra herr 
Hegel modtagne 6000 kroner nødes jeg desværre til herved at anmode om yderligere at måtte blive forstrakt med 2000 kroner for at kunne komplettere vor nye bolig.Med hjertelige hilsener tegner jeg mig",['Hegel'],da
BREV_B1890-1905ht_B18911030ChrTh,Dr: Henrik Ibsen udbeder sig 2 parketbilletter til forestillingen iaften.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18911111WA,"Jeg må indstændig bede Dem om tilgivelse fordi jeg endnu ikke har besvaret Deres venlige henvendelse af 21. Oktober. Hovedgrunden til min taushed er den at jeg netop i denne tid har været aldeles optagen af indflytningen i min nye bolig.Men jeg må derhos oplyse at der i denne vinter ikke vil udkomme noget nyt skuespil af mig. Et sådant vil først blive 
færdigt i løbet af næste sommer og derefter, som sædvanligt, komme i boghandelen i København i slutningen af November.Så lang tid i forvejen at indgå på nogen bindende kontrakt vil jeg ikke gerne. Men jeg skal under alle omstændigheder arrangere mig således at der intet vil være til hinder for at Mr: Scott kan optage mit nye stykke som fortsættelse til den samlede udgave af mine prosaskrifter.Jeg har nu taget fast bolig her i byen men tænker naturligvis på, ligesom hidtil, at gå på rejser når ikke nye arbejder binder mig til mit skrivebord. Skulde De til næste år komme til at gæste Norge, vilde det glæde os overordentlig at få sé Dem igen. 
Min hustru og min søn befinder sig for tiden i Italien. Jeg tillader mig imidlertid i disses ligesom i eget navn at sende 
Mrs: Archer en ærbødig og hjertelig hilsen i det jeg tegner migP. S. Jeg beder Dem og Mr: Scott om herved at ville modtage min bedste taksigelse for det tilsendte femte bind af den samlede udgave.","['Mr: Scott', 'Mrs: Archer', 'Mr:\xa0']",da
BREV_B1890-1905ht_B18911202ChrTh,Dr: Henrik Ibsen udbeder sig 2 parketbilletter til Carmenforestillingen på fredag.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18911214EZ,Som svar på Deres ærede forespørgsel skal jeg herved meddele at De vil erholde den omskrevne ret til at opføre «Samfundets støtter» ved til mig direkte at indbetale et honorar af 40 kroner.Jeg føler mig forvisset om at mit arbejde i sin helhed ligesom også Konsul Bernick’s rolle hos Dem vil være i gode og kyndige hænder og har den ære at tegne mig,"['Konsul Bernick', '’', 's']",da
BREV_B1890-1905ht_B18920101ChrTh,"Dr: Henrik Ibsen udbeder sig 3 parketbilletter til Operaen imorgen, 2. Januar.",['Henrik Ibsen'],da
BREV_B1890-1905ht_B18920106NL,"Af herr boghandler Nils Lund har jeg idag modtaget 520 kr:, hvorfor herved kvitteres.",['Nils Lund'],da
BREV_B1890-1905ht_B18920107MG,"modtag herved, De og 
Deres kære hustru, min hjerteligste tak for nytårskortet og tilgiv at jeg fremsender min genhilsen så sént. Men jeg har havt en masse at besvare og så må jo gerne de nærmeste vente til sidst. Jeg befinder mig vel i min nye rummelige og bekvemt indrettede bolig hersteds. 
Sigurd kommer hjem i midten af måneden. 
Min hustru agter at standse et par uger i Bozen og ligeså længe i München. Hun er nu betydelig bedre og vil forhåbentlig kunne sé ud til Dem og Deres. 
Bernt og frue er, som De vel véd, endnu her. Bor dog ikke i selve byen men lidt udenfor. Vennerne nede i München tænker jeg ofte på. Men det var blevet mig en nødvendighed at skifte opholdssted. På gensyn – enten dernede eller heroppe!De hjerteligste hilsener til Dem og Deres.","['Sigurd', 'Bernt']",da
BREV_B1890-1905ht_B18920124ChrTh,"Dr: Henrik Ibsen udbeder sig herved 3 parketbilletter til opførelsen af de nye stykker imorgen, mandag, den 25de.",['Henrik Ibsen'],da
BREV_B1890-1905ht_B18920325AH,Dr: Henrik Ibsen takker for gratulationen men beklager at han af principielle grunde ikke kan sende Dem nogen autograf.,['Henrik Ibsen'],da
BREV_B1890-1905ht_B18920329GaG,"
Deres sidste venlige brev til min søn har han bedet mig om at besvare da det jo nærmest er mig, som det angår. – Jeg vil da gentage for Dem at jeg er en principiel modstander af oversættelser fra norsk til svensk eller omvendt. Og jeg beder Dem særlig erindre at jeg udtrykkelig og gentagne gange gjorde Dem opmærksom herpå da De henvendte Dem til mig angående Deres plan at oversætte «Peer Gynt» til brug for herr Lindbergs teater.«Peer Gynt» er nu nylig udkommet hos Hegel i stort, nyt oplag. Mine nye bøger trykkes hos ham i et antal af 10,000 exemplarer, men skulde han måtte befrygte konkurrence gennem svenske oversættelser så må jeg være forberedt på at oplagene af mine bøger herefter reduceres med mindst 1500–2000 exemplarer og at mit honorar naturligvis forringes i et tilsvarende forhold. Og dette kan jeg dog umulig indgå på navnlig når der tages i betragtning hvor yderlig lidet der ved de svenske teatre betales for opførelsesretten. Jeg kan derfor ikke åbne døren for en praksis, som, om den blev almindelig, skulde medføre ganske følelige tab for mig.I håb om at De vil erkende det berettigede i min tankegang når jeg nægter mit samtykke til at lade nogetsomhelst af mine skuespil trykke i svensk oversættelse tegner jeg mig","['herr Lindbergs', 'Hegel']",da
BREV_B1890-1905ht_B18920330HR,"Tillad mig herved at sende Dem min varmeste, min hjerteligste tak for Deres elskværdige brev, der kom mig i hænde på min fødselsdag og for Deres vidunderlig dejlige billede, hvilket jeg havde den usigelig store glæde at modtage for nogle dage siden. Det er nu ophængt på en god plads i mit arbejdsværelse, så at jeg stadig kan have det for øje, stadig mætte mit syn ved udsigten over det vide åbne hav, – og stadig øge min længsel efter atter at mødes med den kære, kære, yndige, unge pige, som har skabt dette lille fine kunstværk. Og som under udførelsen har tænkt på mig i det fjerne! Å, – om jeg kunde få anledning til personligt og mundtligt at takke Dem, – takke Dem således, at takke Dem således, som jeg allerhelst vilde! Havet elsker jeg. Deres billede henflytter mig i tanke og stemning til det jeg elsker. Ja, – De har rigtignok beriget mig for livet ved det, som De har skænket mig. Nu skal lille Solvejg hænges ved siden af havbilledet. Så har jeg Dem helt og samlet foran mig, – og i mig. – –Minder fra München steg så stemningsfuldt op hos mig da jeg modtog disse hilsener i ord og i farver fra Dem. Hvor gerne vilde jeg nu være dernede igen! Thi der hører jeg dog så inderligt hjemme. Men der er jo så mangt og meget i livet, der stiller sig hæmmende ivejen for et menneskes ønsker og længsel. – –Det er en utrolig færdighed, De har opnået i at behandle det norske sprog. Tænker De aldrig på at gøre en sommerrejse herop? Drømme en lys flygtig sommernatsdrøm mellem fjeldene eller ude ved havet?Svar mig engang på det, kæreste frøken Raff. Vil De? Mig skulde det være usigelig kært atter, – naturligvis ved tid og lejlighed, – at modtage nogle linjer fra Dem.","['Solvejg', 'Raff']",da
BREV_B1890-1905ht_B18920503CC,Jeg har i formiddags opsøgt herr Biegler og havt en længere forhandling med ham. Som resultat af denne glæder det mig herved at kunne meddele Dem at udgivelsen af Deres skrifter nu straks vil blive sat i værk således at det første hæfte kommer i boghandelen allerede i denne måned og hvert af de følgende med 14 dages mellemrum. Dette dog under forudsætning af at korrekturlæsningen påskyndes så meget som muligt.Jeg glæder mig særdeles over at denne samlede udgave nu endelig fremkommer. Vi burde havt den for længe siden. Men på den anden side er jo jordbunden for Deres befrugtende tanker og idéer nu ganske anderledes forberedt end den før har været. Så kanské dette er det heldigste tidspunkt alligevel. En ny slægt står nu færdig til at tage imod Dem og forstå Dem.Med de hjerteligste hilsener tegner jeg mig,['Biegler'],da
BREV_B1890-1905ht_B18920504AuLa,"Jeg vil ikke undlade at fremsende til Dem en venskabelig hilsen samtidigt med at jeg skriver et brev til herr Hegel, hvori jeg beder ham om at ville tilstille mig 1200 kroner. Når jeg denne gang retter anmodningen til ham direkte og ikke, som vanligt, gennem Dem, så sker det fordi jeg ikke gerne vil afbryde al brevveksling med ham, om hvem jeg véd at han i tidligere tider har brugt at opbevare mine breve til faderen og som derfor måské kunde forudsættes at lægge nogen vægt på at den skriftlige forbindelse mellem os vedligeholdes.
Mit nye arbejde, som jeg nu er i gang med, vil binde mig her til byen for hele sommeren. Men en for mig meget ønskværdig afbrydelse i travlheden vilde det være om De påtænkte en Norgesrejse iår og holdt rast nogen tid her i Kristiania. –I opdrag fra min hustru tillader jeg mig at anmode om at der for min regning må blive hidsendt det udkomne af 
fru Heibergs livserindringer i uindbundet exemplar. – Hvis jeg ikke har takket 
Deres brodersøn for «Den brogede bog», beder jeg Dem om at gøre det i mit sted. Det er fine, yndefulde digtninger, som jeg har havt megen nydelse af at læse om igen nu nylig. – Mange hjertelige hilsener fra Deres hengivne","['Hegel', 'Heibergs']",da
BREV_B1890-1905ht_B18920507MP,"Tillad mig herved at aflægge Dem min forbindtligste taksigelse for brevet af 15. April. Det deri indlagte formular sendte jeg den 21. April i underskreven stand til «la Société» i Paris og håber at jeg derfra vil erholde hidsendt den mig tilkommende halvdel af teaterhonoraret. For det trufne arrangement, ligesom for alt det øvrige, De godhedsfuldt har udrettet for mig i Paris, er jeg Dem usigelig forbunden. Nu vilde jeg imidlertid gerne forespørge om jeg også fra Mr: Savine har at påregne noget yderligere honorar. Et lidet beløb, såvidt jeg mindes 125 frcs., blev mig i sin tid tilstillet med tilsagn om mere siden. Literær konvention existerer virkelig mellem Frankrige og Norge, nemlig som tillægsbestemmelse til handelstraktaten.
De omskrevne fotografier skal det være mig en stor glæde og ære at sende såvel til Dem selv som til Mr: Carré så snart jeg blot kommer i besiddelse af sådanne, hvilke jeg skal bestille fra München. De billeder, som hersteds findes hos kunsthandlerne, er ikke heldige.Jeg har nu taget fast bolig her i Kristiania; men det er min hensigt ret ofte at foretage rejser til udlandet. I den nærmeste fremtid vil dette dog ikke kunne ské. Jeg er nemlig nu begyndt at skrive på et nyt skuespil i fire akter, hvilket arbejde kommer til at lægge beslag på min tid hele sommeren udover. Så snart bogen er trykt tager jeg mig den frihed at tilsende Dem et exemplar.Med en gentagen hjertelig tak for al Deres godhed og velvilje og med en ærbødig hilsen til 
grevinde Prozor tegner jeg mig","['Mr: Savine', 'Mr: Carré', 'Prozor']",da
BREV_B1890-1905ht_B18920510JH,"For de godhedsfuldt tilsendte 1200 kroner beder jeg Dem herved modtage min bedste taksigelse. Ligeså for de to første bind af 
fru Heibergs store værk og ikke mindre for Deres elskværdige og liberale tilbud om at udvælge et og andet af hvad De har i forlag. Jeg skal tillade mig at benytte mig heraf, – men derved dog beflitte mig så nogenlunde på moderation.En særdeles behagelig overraskelse var det mig at erfare at det kgl: teaters genoptagelse af «Vildanden» havde indbragt mig et så betydeligt beløb, som det, De i Deres brev havde den godhed at nævne. Jeg havde ikke på langt nær gjort regning på så meget. Og meddelelsen var mig dobbelt kærkommen fordi den indløb netop nu efterat indredningen af vor bolig hersteds havde forvoldt mig så mange extraordinære udtællinger. For øvrigt har vi gjort den erfaring at vi her kan leve for omtrent det samme beløb som i München; måské dog med en undtagelse for kommunalskatternes vedkommende. Disse har nemlig hersteds nået en temmelig betydelig højde, medens jeg, som udlænding, i München kun havde at svare skat af, hvad jeg ved mit literære arbejde fortjente i selve Bayern og det blev jo ikke så farlig meget. – Hjertelige hilsener!",['Heibergs'],da
BREV_B1890-1905ht_B18920625AuLa,"I håb om at kortet endnu træffer Dem i København vil jeg ikke undlade med et par ord at takke for Deres venlige brev, som jeg igår havde den fornøjelse at modtage. Særlig var det mig en behagelig overraskelse at erfare at jeg snart kan gøre regning på endnu et nyt oplag af en af mine bøger.
Fra Mr: Heinemann, London, har også jeg modtaget brev med forespørgsel i anledning af mit nye stykke men endnu ikke svaret ham. Jeg må nemlig først forhandle med Mr. W. Archer om nogle enkeltheder. Dog håber jeg nok at sagen vil kunne lade sig ordne til alle vedkommendes tilfredshed.
Det glæder mig for Deres skyld overordentlig at De endelig i denne sommer kan komme til at gøre en længere udenlandsrejse, skønt jeg jo derved går glip af udsigten til i den nærmeste fremtid at få tale fortroligt med Dem, hvilket længe har været også mit ønske. Umuligt var det jo imidlertid ikke at jeg kunde komme til København og personlig aflevere mit nye skuespil udover efteråret.Men foreløbig vil jeg nu indskrænke mig til at sende Dem mine bedste ønsker med på den forestående rejse. Fra München af vilde De med Brennerbanen på få timer kunne være inde i Tyrol. Turen, over Innsbruck, Gossensass o. s. v. til Bozen og Meran, er storartet og vidunderlig smuk.Jeg blir naturligvis her hjemme sommeren over. Det forekommer mig let at arbejde her og ydre ro har jeg jo også. – På gensyn!","['Mr:\xa0', 'Mr. W.\xa0', 'Archer']",da
BREV_B1890-1905ht_B18920701NL,"
Under dags dato har jeg af herr boghandler Nils Lund modtaget 400 kroner, hvorfor herved takskyldigst kvitteres.",['Nils Lund'],da
