,source,target
68,Jensen,Relling
68,Jensen,Kristoffer Janson
68,Jensen,Gina
68,Jensen,Wolf
68,Jensen,Hedvig
68,Jensen,Sørby
68,Jensen,Gundersen
68,Jensen,Hammer
68,Jensen,Bjørn B.
68,Jensen,Ekdal
68,Jensen,Brun
68,Jensen,Klausen
68,Jensen,Selmer
68,Jensen,Isachsen
68,Jensen,Molviks
68,Jensen,Pettersen
68,Jensen,Bucher
68,Jensen,Werle
69,Rosendahls,Jensen
69,Rosendahls,Hr. Laading
69,Rosendahls,Hr. Isachsen
70,Hr. Laading,Jensen
70,Hr. Laading,Rosendahls
70,Hr. Laading,Hr. Isachsen
71,Rafaele,Hr. Isachsen
72,Jacobsen,Johansen
73,Johansen,Jacobsen
74,Borgaards,H. Kjærulfs
74,Borgaards,Poul B: Hansen
75,H. Kjærulfs,Borgaards
75,H. Kjærulfs,Poul B: Hansen
76,Poul B: Hansen,Borgaards
76,Poul B: Hansen,H. Kjærulfs
77,Igaar,Mad Isachsen
77,Igaar,Jfr. Jensen
77,Igaar,Jfr. Guldbrandsen
77,Igaar,Bjørnsons
78,Mad Isachsen,Igaar
78,Mad Isachsen,Jfr. Jensen
78,Mad Isachsen,Jfr. Guldbrandsen
79,Jfr. Jensen,Igaar
79,Jfr. Jensen,Mad Isachsen
79,Jfr. Jensen,Jfr. Guldbrandsen
80,Jfr. Guldbrandsen,Igaar
80,Jfr. Guldbrandsen,Mad Isachsen
80,Jfr. Guldbrandsen,Jfr. Jensen
81,Maaskee,Alsings
81,Maaskee,Mde Isachsen
81,Maaskee,Marie
81,Maaskee,Jfr: Sørensen
81,Maaskee,Josselines
81,Maaskee,Larsen
82,Alsings,Maaskee
82,Alsings,Mde Isachsen
82,Alsings,Marie
82,Alsings,Jfr: Sørensen
82,Alsings,Josselines
82,Alsings,Larsen
83,Mde Isachsen,Maaskee
83,Mde Isachsen,Alsings
83,Mde Isachsen,Marie
83,Mde Isachsen,Jfr: Sørensen
83,Mde Isachsen,Josselines
83,Mde Isachsen,Larsen
84,Marie,Maaskee
84,Marie,Alsings
84,Marie,Mde Isachsen
84,Marie,Jfr: Sørensen
84,Marie,Josselines
84,Marie,Larsen
84,Marie,Hegel
84,Marie,Clemens Petersen
84,Marie,Susanna
84,Marie,L. Dietrichson
84,Marie,Billedhugger Runeberg
84,Marie,Thomas
84,Marie,Axel
84,Marie,Sara
84,Marie,Dorothea
84,Marie,Sophie
84,Marie,Sigurd
84,Marie,Abdel Kader
84,Marie,S. Susanna
84,Marie,Herr Nandrup
84,Marie,Hegel
84,Marie,Løkkes
84,Marie,Sigurd
84,Marie,Thaulow
84,Marie,Vinje
84,Marie,Hegel
84,Marie,Bjørnson
84,Marie,Susanna
84,Marie,Sigurd
84,Marie,Dorothea
84,Marie,Bjørnson
84,Marie,Nandrup
84,Marie,Dunker
84,Marie,Ciceros
84,Marie,Løkke
84,Marie,Hegel
84,Marie,Goldschmidt
84,Marie,Brandes
84,Marie,Jaabæk
84,Marie,Bjørnson
84,Marie,Falsens
84,Marie,Axels
84,Marie,Susanna
84,Marie,Sigurd
84,Marie,Bjørnson
84,Marie,Susannas
84,Marie,Thomas
84,Marie,Schillers
84,Marie,Løkke
84,Marie,Sigurd
84,Marie,Thomas
84,Marie,Lina
84,Marie,Ludvigsens
84,Marie,Sara
84,Marie,Baars
84,Marie,Holck
84,Marie,Pradez
84,Marie,grev Lerche
85,Jfr: Sørensen,Maaskee
85,Jfr: Sørensen,Alsings
85,Jfr: Sørensen,Mde Isachsen
85,Jfr: Sørensen,Marie
85,Jfr: Sørensen,Josselines
85,Jfr: Sørensen,Larsen
86,Josselines,Maaskee
86,Josselines,Alsings
86,Josselines,Mde Isachsen
86,Josselines,Marie
86,Josselines,Jfr: Sørensen
86,Josselines,Larsen
87,Larsen,Maaskee
87,Larsen,Alsings
87,Larsen,Mde Isachsen
87,Larsen,Marie
87,Larsen,Jfr: Sørensen
87,Larsen,Josselines
87,Larsen,Mdm Isachsens
87,Larsen,Jfr: Siewers
87,Larsen,Md I
87,Larsen,Jfr. Jensens
87,Larsen,Hansen
87,Larsen,J. L. Heiberg
87,Larsen,Herr Krohn
87,Larsen,Isachsen
87,Larsen,Dr: Brandes
87,Larsen,Frøken Marie Thoresen
87,Larsen,J: Herm: Thoresen
87,Larsen,Oskar
87,Larsen,Hall
87,Larsen,Krieger
87,Larsen,Heiberg
87,Larsen,Monrad
87,Larsen,Daae
87,Larsen,Løkke
87,Larsen,Jensen
87,Larsen,Brandes
87,Larsen,Lazarus
87,Larsen,Jonas Lies
87,Larsen,Steensballe
87,Larsen,Edholm
87,Larsen,Brandes
87,Larsen,Helene
87,Larsen,Hegels
87,Larsen,Ludvigsens
87,Larsen,Grønvold
87,Larsen,Sara
87,Larsen,Klingenfeld
87,Larsen,G. Brandes
87,Larsen,Colban
87,Larsen,J. P. Jakobsen
87,Larsen,Chr: Richardt
87,Larsen,Stjernström
87,Larsen,Wilhelm Lange
87,Larsen,Molbechs
87,Larsen,Bjørnson
87,Larsen,Thoresen
87,Larsen,Colban
87,Larsen,Sigurd
87,Larsen,Wangel
87,Larsen,dr: Schlenthers
87,Larsen,Brahms
87,Larsen,Edmund Gosse
87,Larsen,herr Heinemanns
87,Larsen,Falsens
87,Larsen,Dorothea
87,Larsen,Hilde
87,Larsen,Suzannah
87,Larsen,Bergliot
87,Larsen,Sigurds
87,Larsen,Lina
87,Larsen,Gusta
87,Larsen,Blehr
87,Larsen,Carl Lies
87,Larsen,Hegel
87,Larsen,Frøken Cappelen
88,Mdm Isachsens,Jfr: Siewers
88,Mdm Isachsens,Md I
88,Mdm Isachsens,Jfr. Jensens
88,Mdm Isachsens,Hansen
88,Mdm Isachsens,Larsen
89,Jfr: Siewers,Mdm Isachsens
89,Jfr: Siewers,Md I
89,Jfr: Siewers,Jfr. Jensens
89,Jfr: Siewers,Hansen
89,Jfr: Siewers,Larsen
90,Md I,Mdm Isachsens
90,Md I,Jfr: Siewers
90,Md I,Jfr. Jensens
90,Md I,Hansen
90,Md I,Larsen
91,Jfr. Jensens,Mdm Isachsens
91,Jfr. Jensens,Jfr: Siewers
91,Jfr. Jensens,Md I
91,Jfr. Jensens,Hansen
91,Jfr. Jensens,Larsen
92,Hansen,Mdm Isachsens
92,Hansen,Jfr: Siewers
92,Hansen,Md I
92,Hansen,Jfr. Jensens
92,Hansen,Larsen
92,Hansen,Sgr: Anatole
92,Hansen,Schierbeck
92,Hansen,Hr: Schneekloth
92,Hansen,L. Holsts
92,Hansen,Herman
92,Hansen,Rosa
92,Hansen,Paula
92,Hansen,Peter
92,Hansen,L. Gröbner
92,Hansen,Redwitz
92,Hansen,Grubhofer
92,Hansen,Schreiber
92,Hansen,Grønvold
92,Hansen,Eisach
93,Hestenæs,Kooter
96,Kooter,Hestenæs
98,Provst Thoresen,Borgaard
98,Provst Thoresen,Chr: Tønsberg
98,Provst Thoresen,Henrik Ibsen
98,Provst Thoresen,Langes
99,Borgaard,Provst Thoresen
99,Borgaard,Chr: Tønsberg
100,Chr: Tønsberg,Provst Thoresen
100,Chr: Tønsberg,Borgaard
102,Hr Tønsberg,Olaf Liljekrans
102,Hr Tønsberg,Niels Henriksen Gyldenløve
102,Hr Tønsberg,Rigshovmester Gyldenløve
102,Hr Tønsberg,Schulrud
102,Hr Tønsberg,Abildgaard
103,Olaf Liljekrans,Hr Tønsberg
103,Olaf Liljekrans,Niels Henriksen Gyldenløve
103,Olaf Liljekrans,Rigshovmester Gyldenløve
103,Olaf Liljekrans,Schulrud
103,Olaf Liljekrans,Abildgaard
103,Olaf Liljekrans,Werenskiolds
104,Niels Henriksen Gyldenløve,Hr Tønsberg
104,Niels Henriksen Gyldenløve,Olaf Liljekrans
104,Niels Henriksen Gyldenløve,Rigshovmester Gyldenløve
104,Niels Henriksen Gyldenløve,Schulrud
104,Niels Henriksen Gyldenløve,Abildgaard
105,Rigshovmester Gyldenløve,Hr Tønsberg
105,Rigshovmester Gyldenløve,Olaf Liljekrans
105,Rigshovmester Gyldenløve,Niels Henriksen Gyldenløve
105,Rigshovmester Gyldenløve,Schulrud
105,Rigshovmester Gyldenløve,Abildgaard
107,Schulrud,Hr Tønsberg
107,Schulrud,Olaf Liljekrans
107,Schulrud,Niels Henriksen Gyldenløve
107,Schulrud,Rigshovmester Gyldenløve
107,Schulrud,Abildgaard
107,Schulrud,G. Krohn
107,Schulrud,Lund
107,Schulrud,Gage
107,Schulrud,Kjøbmd Hassels Gaard
107,Schulrud,Sigurd
108,Abildgaard,Hr Tønsberg
108,Abildgaard,Olaf Liljekrans
108,Abildgaard,Niels Henriksen Gyldenløve
108,Abildgaard,Rigshovmester Gyldenløve
108,Abildgaard,Schulrud
109,G. Krohn,Lund
109,G. Krohn,Gage
109,G. Krohn,Schulrud
109,G. Krohn,Kjøbmd Hassels Gaard
110,Lund,G. Krohn
110,Lund,Gage
110,Lund,Schulrud
110,Lund,Kjøbmd Hassels Gaard
110,Lund,Berners
110,Lund,J. Herman Thoresen
110,Lund,Hegels
110,Lund,Oskar
110,Lund,Sigurd
110,Lund,Thomas
110,Lund,Berners
110,Lund,H. J. Preus
110,Lund,Stjernström
110,Lund,Jakobsen
110,Lund,Colban
110,Lund,Thoresens
110,Lund,N. Hertzberg
110,Lund,Anna Daas
110,Lund,Mr: Emmanuel Gonzalés
110,Lund,Haggenmiller
110,Lund,Grønvold
110,Lund,Hermann
110,Lund,Jerichau
110,Lund,Dahl
110,Lund,Lies
110,Lund,Paulsen
110,Lund,herr Lindberg
110,Lund,Otto Petersen
110,Lund,Kristianias
110,Lund,Thoresen
110,Lund,Poulsens
110,Lund,Emil P
110,Lund,Bjørnsons
110,Lund,Sigurd
110,Lund,August måned
111,Gage,G. Krohn
111,Gage,Lund
111,Gage,Schulrud
111,Gage,Kjøbmd Hassels Gaard
112,Kjøbmd Hassels Gaard,G. Krohn
112,Kjøbmd Hassels Gaard,Lund
112,Kjøbmd Hassels Gaard,Gage
112,Kjøbmd Hassels Gaard,Schulrud
113,Henrik Ibsen,Langes
113,Henrik Ibsen,Provst Thoresen
113,Henrik Ibsen,Herr Dietrichson
113,Henrik Ibsen,Mommsen
113,Henrik Ibsen,Neander
113,Henrik Ibsen,"Grev 
"
113,Henrik Ibsen,F. de Crenneville
113,Henrik Ibsen,Hofmarchal
113,Henrik Ibsen,Hr. Meisonnier
113,Henrik Ibsen,Mr. Bellefroid
113,Henrik Ibsen,Vikomte de Jonghe d’
113,Henrik Ibsen,Theophilus Hansen
113,Henrik Ibsen,Bonnat
113,Henrik Ibsen,Mr. M. Cottier
113,Henrik Ibsen,Mr. Paul Dubois
113,Henrik Ibsen,Mr. Darcel
113,Henrik Ibsen,Hr. Dumba
113,Henrik Ibsen,H. ten Kate
113,Henrik Ibsen,Signore Boito
113,Henrik Ibsen,Giovanni Dupré
113,Henrik Ibsen,Cavaliere Mariani
113,Henrik Ibsen,Strazza
113,Henrik Ibsen,Hr. A. Bogolouboff
113,Henrik Ibsen,P. Bruloff
113,Henrik Ibsen,Afinger
113,Henrik Ibsen,Knaus
113,Henrik Ibsen,Piloty
113,Henrik Ibsen,Schleich
113,Henrik Ibsen,Steffeck
113,Henrik Ibsen,Hermann Weiss
113,Henrik Ibsen,Don Dioscoro Puebla
113,Henrik Ibsen,v. Pulszky
113,Henrik Ibsen,Hr. G. Ráht
113,Henrik Ibsen,C. Costenoble
113,Henrik Ibsen,Eduard Engerth
113,Henrik Ibsen,H. v. Ferstel
113,Henrik Ibsen,F. Friedländer
113,Henrik Ibsen,Profor L. Jacoby
113,Henrik Ibsen,C. Kundmann
113,Henrik Ibsen,Adolf Obernmüllner
113,Henrik Ibsen,H. von Rodakowsky
113,Henrik Ibsen,John Paulsen
113,Henrik Ibsen,Herr Lorenz Dietrichsons
113,Henrik Ibsen,Rode
113,Henrik Ibsen,herr Lorenz Dietrichson
113,Henrik Ibsen,V: Vasenius
113,Henrik Ibsen,Mai Maaned
113,Henrik Ibsen,Bull
113,Henrik Ibsen,Bjørnstierne Bjørnson
113,Henrik Ibsen,Ina Lange
113,Henrik Ibsen,William Bloch
113,Henrik Ibsen,Georg Nordenswan
113,Henrik Ibsen,herr Lindberg
113,Henrik Ibsen,Bergslien
113,Henrik Ibsen,Lundh
113,Henrik Ibsen,Karadja
113,Henrik Ibsen,Harald Hansen
113,Henrik Ibsen,Jonas Lies
113,Henrik Ibsen,Laura Fitinghoff
113,Henrik Ibsen,Hr. Skuespiller Garmann
113,Henrik Ibsen,Hegel
113,Henrik Ibsen,Theaterchef Bjørnson
114,Rojahn,Sperati
114,Rojahn,Ole Bulls
114,Rojahn,Hr. P. Blytt
115,Sperati,Rojahn
115,Sperati,Ole Bulls
115,Sperati,Hr. P. Blytt
116,Ole Bulls,Rojahn
116,Ole Bulls,Sperati
116,Ole Bulls,Hr. P. Blytt
116,Ole Bulls,Cronberg
116,Ole Bulls,Grieg
117,Hr. P. Blytt,Rojahn
117,Hr. P. Blytt,Sperati
117,Hr. P. Blytt,Ole Bulls
118,Anker,Hrr Hyltén Cavallius
119,Hrr Hyltén Cavallius,Anker
120,Hr. Etatsraadens,Egil Skallagrimssøns
121,Egil Skallagrimssøns,Hr. Etatsraadens
124,"P.S.
",Petersen
125,Petersen,"P.S.
"
125,Petersen,Hegel
125,Petersen,Sidehugg
125,Petersen,Prygl
125,Petersen,Bloch
125,Petersen,Schierbek
125,Petersen,Hansens
125,Petersen,Sthyr
125,Petersen,Molbech
127,M. A. Stangby,August Herramb
127,M. A. Stangby,Joachim Welhaven
127,M. A. Stangby,Næss
127,M. A. Stangby,: Hellesen
127,M. A. Stangby,Mathilde Andersen
127,M. A. Stangby,I. H. Asmundsen
127,M. A. Stangby,Carl Johannesen
127,M. A. Stangby,Louis Pedersen
127,M. A. Stangby,Carsten Woll
128,August Herramb,M. A. Stangby
128,August Herramb,Joachim Welhaven
128,August Herramb,Næss
128,August Herramb,: Hellesen
128,August Herramb,Mathilde Andersen
128,August Herramb,I. H. Asmundsen
128,August Herramb,Carl Johannesen
128,August Herramb,Louis Pedersen
128,August Herramb,Carsten Woll
129,Joachim Welhaven,M. A. Stangby
129,Joachim Welhaven,August Herramb
129,Joachim Welhaven,Næss
129,Joachim Welhaven,: Hellesen
129,Joachim Welhaven,Mathilde Andersen
129,Joachim Welhaven,I. H. Asmundsen
129,Joachim Welhaven,Carl Johannesen
129,Joachim Welhaven,Louis Pedersen
129,Joachim Welhaven,Carsten Woll
130,Næss,M. A. Stangby
130,Næss,August Herramb
130,Næss,Joachim Welhaven
130,Næss,: Hellesen
130,Næss,Mathilde Andersen
130,Næss,I. H. Asmundsen
130,Næss,Carl Johannesen
130,Næss,Louis Pedersen
130,Næss,Carsten Woll
131,: Hellesen,M. A. Stangby
131,: Hellesen,August Herramb
131,: Hellesen,Joachim Welhaven
131,: Hellesen,Næss
131,: Hellesen,Mathilde Andersen
131,: Hellesen,I. H. Asmundsen
131,: Hellesen,Carl Johannesen
131,: Hellesen,Louis Pedersen
131,: Hellesen,Carsten Woll
132,Mathilde Andersen,M. A. Stangby
132,Mathilde Andersen,August Herramb
132,Mathilde Andersen,Joachim Welhaven
132,Mathilde Andersen,Næss
132,Mathilde Andersen,: Hellesen
132,Mathilde Andersen,I. H. Asmundsen
132,Mathilde Andersen,Carl Johannesen
132,Mathilde Andersen,Louis Pedersen
132,Mathilde Andersen,Carsten Woll
133,I. H. Asmundsen,M. A. Stangby
133,I. H. Asmundsen,August Herramb
133,I. H. Asmundsen,Joachim Welhaven
133,I. H. Asmundsen,Næss
133,I. H. Asmundsen,: Hellesen
133,I. H. Asmundsen,Mathilde Andersen
133,I. H. Asmundsen,Carl Johannesen
133,I. H. Asmundsen,Louis Pedersen
133,I. H. Asmundsen,Carsten Woll
134,Carl Johannesen,M. A. Stangby
134,Carl Johannesen,August Herramb
134,Carl Johannesen,Joachim Welhaven
134,Carl Johannesen,Næss
134,Carl Johannesen,: Hellesen
134,Carl Johannesen,Mathilde Andersen
134,Carl Johannesen,I. H. Asmundsen
134,Carl Johannesen,Louis Pedersen
134,Carl Johannesen,Carsten Woll
135,Louis Pedersen,M. A. Stangby
135,Louis Pedersen,August Herramb
135,Louis Pedersen,Joachim Welhaven
135,Louis Pedersen,Næss
135,Louis Pedersen,: Hellesen
135,Louis Pedersen,Mathilde Andersen
135,Louis Pedersen,I. H. Asmundsen
135,Louis Pedersen,Carl Johannesen
135,Louis Pedersen,Carsten Woll
136,Carsten Woll,M. A. Stangby
136,Carsten Woll,August Herramb
136,Carsten Woll,Joachim Welhaven
136,Carsten Woll,Næss
136,Carsten Woll,: Hellesen
136,Carsten Woll,Mathilde Andersen
136,Carsten Woll,I. H. Asmundsen
136,Carsten Woll,Carl Johannesen
136,Carsten Woll,Louis Pedersen
137,Krohn,Isachsen
137,Krohn,Hegel
137,Krohn,Bjørnson
137,Krohn,Kristus
137,Krohn,Æsler
137,Krohn,Rector Müller
137,Krohn,Sverdrup
137,Krohn,Maria Stuart
138,Isachsen,Krohn
138,Isachsen,Gundersens
138,Isachsen,Bjørnson
138,Isachsen,Krohns
138,Isachsen,Hr: M: Bruun
138,Isachsen,Larsen
138,Isachsen,Herr Krohn
138,Isachsen,Wolf
138,Isachsen,Guldstads
138,Isachsen,J: Brun
138,Isachsen,Svanhilds
138,Isachsen,Reimers
138,Isachsen,Falk
138,Isachsen,Halm
138,Isachsen,Giebelhausen
138,Isachsen,Gundersen
138,Isachsen,Anna
138,Isachsen,Juel
138,Isachsen,Lind
138,Isachsen,Abelsted
138,Isachsen,Styver
138,Isachsen,Frøken Skjære
138,Isachsen,Clausen
138,Isachsen,Nielsen
138,Isachsen,Stråmand
138,Isachsen,frøken Parelius
138,Isachsen,Hegel
138,Isachsen,Stang
138,Isachsen,Jensen
138,Isachsen,G: Brandes
138,Isachsen,Erik Bøghs
138,Isachsen,Larsens
138,Isachsen,Bjørnson
138,Isachsen,Jonas Lie
138,Isachsen,Thoresen
138,Isachsen,Stang
138,Isachsen,Jensen
138,Isachsen,Nils Lund
138,Isachsen,Nora
138,Isachsen,Juel
138,Isachsen,Helmer
138,Isachsen,Reimers
138,Isachsen,Gundersen
138,Isachsen,Rank
138,Isachsen,Hammer
138,Isachsen,Linde
138,Isachsen,Neelsen
138,Isachsen,Wolf
138,Isachsen,Parelius
138,Isachsen,Hjalmar
138,Isachsen,Gregers
138,Isachsen,Relling
138,Isachsen,Kristoffer Janson
138,Isachsen,Gina
138,Isachsen,Wolf
138,Isachsen,Hedvig
138,Isachsen,Sørby
138,Isachsen,Gundersen
138,Isachsen,Hammer
138,Isachsen,Bjørn B.
138,Isachsen,Ekdal
138,Isachsen,Brun
138,Isachsen,Klausen
138,Isachsen,Selmer
138,Isachsen,Molviks
138,Isachsen,Pettersen
138,Isachsen,Bucher
138,Isachsen,Jensen
138,Isachsen,Werle
138,Isachsen,Hedvig
138,Isachsen,Hjalmars
138,Isachsen,Werles
138,Isachsen,Johannes Rosmer
138,Isachsen,Herr Hammer
138,Isachsen,Rebekka West
138,Isachsen,Constance Bruun
138,Isachsen,Kroll
138,Isachsen,Reimers
138,Isachsen,Madam Helseth
138,Isachsen,frøken Parelius
138,Isachsen,Ulrik Brendel
138,Isachsen,herr Hansson
138,Isachsen,Klausen
138,Isachsen,Mortensgårds
138,Isachsen,Selmer??Men
138,Isachsen,Relling
138,Isachsen,Relling
139,Hr. P. Petersens,Hr. Sontum
140,Hr. Sontum,Hr. P. Petersens
146,Nandrup,Henr. Ibsen.6
146,Nandrup,Tønsberg
146,Nandrup,Hr. Sagfører
146,Nandrup,Herr Bjørnson
146,Nandrup,Bjørnson
146,Nandrup,Dunker
146,Nandrup,Ciceros
146,Nandrup,Marie
146,Nandrup,Stangs
146,Nandrup,Jensen
146,Nandrup,Hans
146,Nandrup,Susanna
146,Nandrup,Sigurd
146,Nandrup,Thomas
146,Nandrup,Hegel
146,Nandrup,Isachsens
146,Nandrup,Thomas
147,Henr. Ibsen.6,Nandrup
148,Tønsberg,Hr. Sagfører
148,Tønsberg,Nandrup
149,Hr. Sagfører,Tønsberg
149,Hr. Sagfører,Nandrup
150,Moes,Asbjørnsens
151,Asbjørnsens,Moes
151,Asbjørnsens,Cavaliere D: Danchertsen
151,Asbjørnsens,Peer Gynt
151,Asbjørnsens,Clemens Petersen
151,Asbjørnsens,Vico calanzione
151,Asbjørnsens,Molbech
151,Asbjørnsens,G. Brandes
151,Asbjørnsens,Josephson
151,Asbjørnsens,Thoresens
151,Asbjørnsens,Alfredo Mazza
151,Asbjørnsens,Sigurd
151,Asbjørnsens,Julius Petersens
151,Asbjørnsens,Gude
151,Asbjørnsens,Kittelsen
151,Asbjørnsens,Schneider
151,Asbjørnsens,Sinding
151,Asbjørnsens,Werenskiold
153,Langes,Henrik Ibsen
153,Langes,Provst Thoresen
155,Chr. Grans,W: Mohrs
155,Chr. Grans,Blytt
155,Chr. Grans,Jakob
156,W: Mohrs,Chr. Grans
156,W: Mohrs,Blytt
156,W: Mohrs,Jakob
157,Blytt,Chr. Grans
157,Blytt,W: Mohrs
157,Blytt,Jakob
158,Jakob,Chr. Grans
158,Jakob,W: Mohrs
158,Jakob,Blytt
159,Bjørnson,Hr: Hefty
159,Bjørnson,Vexel
159,Bjørnson,Francs
159,Bjørnson,Bravo
159,Bjørnson,Dietrichson
159,Bjørnson,Richard Petersen
159,Bjørnson,Michel Angelo
159,Bjørnson,Bernini
159,Bjørnson,Karle
159,Bjørnson,October Maaneds
159,Bjørnson,Dunker
159,Bjørnson,Hegel
159,Bjørnson,Kristus
159,Bjørnson,Æsler
159,Bjørnson,Rector Müller
159,Bjørnson,Sverdrup
159,Bjørnson,Maria Stuart
159,Bjørnson,Krohn
159,Bjørnson,F. Bætzman
159,Bjørnson,Bravo
159,Bjørnson,Ravnkilde
159,Bjørnson,Hegel
159,Bjørnson,Fru Thoresen
159,Bjørnson,A. Munchs
159,Bjørnson,Bruns
159,Bjørnson,Dunker
159,Bjørnson,Pastor Sverdrup
159,Bjørnson,Guds
159,Bjørnson,Clemens Petersen
159,Bjørnson,Nordraachs
159,Bjørnson,Karle
159,Bjørnson,Sibbern
159,Bjørnson,Bachke
159,Bjørnson,Botten-Hansen
159,Bjørnson,Løkke
159,Bjørnson,Krieger
159,Bjørnson,Conferentsraad David
159,Bjørnson,Fru Heiberg
159,Bjørnson,Bjørne
159,Bjørnson,Julian
159,Bjørnson,Hauch
159,Bjørnson,Statsraad Stang
159,Bjørnson,Grieg
159,Bjørnson,Stang
159,Bjørnson,Hegel
159,Bjørnson,Jonas Lie
159,Bjørnson,Dybwad
159,Bjørnson,Backe
159,Bjørnson,Løkke
159,Bjørnson,Botten-Hansen
159,Bjørnson,Sars
159,Bjørnson,Daae
159,Bjørnson,Birkeland
159,Bjørnson,Richardt
159,Bjørnson,Dunker
159,Bjørnson,Dietrichson
159,Bjørnson,Listov
159,Bjørnson,Chr. IVdes
159,Bjørnson,Sibbern
159,Bjørnson,Kong Carl
159,Bjørnson,N. Ravnkilde
159,Bjørnson,Hr. Bætzmann
159,Bjørnson,P. Botten-Hansen
159,Bjørnson,Birkeland
159,Bjørnson,Salomonsen
159,Bjørnson,Clausens
159,Bjørnson,Goldschmidt
159,Bjørnson,Hejne
159,Bjørnson,Kierkegaard
159,Bjørnson,Listovs
159,Bjørnson,A. L.
159,Bjørnson,Clausen
159,Bjørnson,A. Hage
159,Bjørnson,Orla Lehman
159,Bjørnson,Trumpeterstraale
159,Bjørnson,Molbech
159,Bjørnson,Danchertsen
159,Bjørnson,Brandes
159,Bjørnson,Peer Gynt
159,Bjørnson,Clemens Petersen
159,Bjørnson,Bergsøe
159,Bjørnson,Konsul Bravo
159,Bjørnson,Svig
159,Bjørnson,Hr. Clemens Petersens
159,Bjørnson,Vorherre
159,Bjørnson,Poesi
159,Bjørnson,Peer Gynt
159,Bjørnson,Carl Plougs
159,Bjørnson,Hr: Cl: Petersens
159,Bjørnson,Karles
159,Bjørnson,Clemens Petersen
159,Bjørnson,Macbeth
159,Bjørnson,Götz v. Berlichingen
159,Bjørnson,Poesi
159,Bjørnson,Vorherre
159,Bjørnson,Goethes
159,Bjørnson,Hegel
159,Bjørnson,Orla Lehmann
159,Bjørnson,August Blanche
159,Bjørnson,Hr. Loescher
159,Bjørnson,Brandes
159,Bjørnson,Reisers
159,Bjørnson,Thorkildsen
159,Bjørnson,Herr Chr: Thorkildsen
159,Bjørnson,Herr Rudolf Schmidt
159,Bjørnson,H. Scharlings
159,Bjørnson,Psycholog B.
159,Bjørnson,Hekuba
159,Bjørnson,Michel Angelo
159,Bjørnson,Rafaels
159,Bjørnson,Luther
159,Bjørnson,Cancelliraad Hegel
159,Bjørnson,Johan Herman Thoresen
159,Bjørnson,Brandes
159,Bjørnson,P: Hansen
159,Bjørnson,Robert Watt
159,Bjørnson,Herr R
159,Bjørnson,Schmidt
159,Bjørnson,Løkke
159,Bjørnson,Johan Dahls
159,Bjørnson,Fru Gelmuyden
159,Bjørnson,Johan Dahl
159,Bjørnson,Bogtrykker Gundersen
159,Bjørnson,H. J. Jensen
159,Bjørnson,Herr Nandrup
159,Bjørnson,Heyerdal
159,Bjørnson,Advokat Andresen
159,Bjørnson,Philaret Chasle
159,Bjørnson,Løkke
159,Bjørnson,J: Løkkes
159,Bjørnson,Dahl
159,Bjørnson,M: Bruun
159,Bjørnson,P: Heise
159,Bjørnson,Isachsen
159,Bjørnson,Gundersens
159,Bjørnson,Krohns
159,Bjørnson,Hr: M: Bruun
159,Bjørnson,Hegel
159,Bjørnson,Marie
159,Bjørnson,Susanna
159,Bjørnson,Sigurd
159,Bjørnson,Dorothea
159,Bjørnson,Terje Vigen
159,Bjørnson,Richardts
159,Bjørnson,Plougs
159,Bjørnson,Arnljot Gelline
159,Bjørnson,Dr: Rosenberg
159,Bjørnson,Sibbern
159,Bjørnson,Manderström
159,Bjørnson,grev M
159,Bjørnson,Nandrup
159,Bjørnson,Dunker
159,Bjørnson,Ciceros
159,Bjørnson,Marie
159,Bjørnson,H. J. Jensen
159,Bjørnson,Thoresen
159,Bjørnson,de Besche
159,Bjørnson,Botten-Hansen
159,Bjørnson,L. Daae
159,Bjørnson,Dunkers
159,Bjørnson,Alfred Dowe
159,Bjørnson,Gustav Freitag
159,Bjørnson,C: Collett
159,Bjørnson,G: Brandes
159,Bjørnson,Goldschmidt
159,Bjørnson,Brandes
159,Bjørnson,Jaabæk
159,Bjørnson,Marie
159,Bjørnson,Falsens
159,Bjørnson,Axels
159,Bjørnson,Susanna
159,Bjørnson,Sigurd
159,Bjørnson,Theofil Hansen
159,Bjørnson,Juli måned
159,Bjørnson,Falsens
159,Bjørnson,Brandes
159,Bjørnson,Drachmann
159,Bjørnson,Susannas
159,Bjørnson,Marie
159,Bjørnson,Thomas
159,Bjørnson,Schillers
159,Bjørnson,Løkke
159,Bjørnson,G: Brandes
159,Bjørnson,Erik Bøghs
159,Bjørnson,Larsens
159,Bjørnson,Jonas Lie
159,Bjørnson,Isachsen
159,Bjørnson,Nils Lund
159,Bjørnson,Josephson
159,Bjørnson,Mauros Jokai
159,Bjørnson,Victor Scheffell
159,Bjørnson,A: Strodtmann
159,Bjørnson,Fallesen
159,Bjørnson,Molbech
159,Bjørnson,Laura Kieler
159,Bjørnson,Jonas Lies
159,Bjørnson,Sigurd
159,Bjørnson,Maurer
159,Bjørnson,Friele
159,Bjørnson,L: Daae
159,Bjørnson,Josephsons
159,Bjørnson,Sigurd
159,Bjørnson,Lutz
159,Bjørnson,Wilhelm Lange
159,Bjørnson,Larsen
159,Bjørnson,Molbechs
159,Bjørnson,Thoresen
159,Bjørnson,Colban
159,Bjørnson,Sigurd
